fold,feature,importance
4,MagpieData range AtomicWeight,5.751222346924306e-05
4,MagpieData mean AtomicWeight,0.0009744503963286822
4,MagpieData avg_dev AtomicWeight,0.0008588291891119205
4,MagpieData mode AtomicWeight,0.00034346579020684537
4,MagpieData maximum MeltingT,1.2912218386175484e-05
4,MagpieData range MeltingT,6.331993243802928e-05
4,MagpieData mean MeltingT,0.0006477443893477677
4,MagpieData avg_dev MeltingT,0.0019215174912053687
4,MagpieData mode MeltingT,0.0003531815909085969
4,MagpieData minimum Column,3.059738803134328e-05
4,MagpieData range Column,0.0001356136450945932
4,MagpieData mean Column,0.0009767636295304985
4,MagpieData avg_dev Column,0.0009191704670655054
4,MagpieData mode Column,0.00022846866600600716
4,MagpieData maximum Row,0.00012202382716055574
4,MagpieData range Row,9.824385692466744e-05
4,MagpieData mean Row,0.0011981394375452713
4,MagpieData avg_dev Row,0.0014748895622516305
4,MagpieData mode Row,0.00028120109269602774
4,MagpieData maximum CovalentRadius,6.959961345411975e-05
4,MagpieData range CovalentRadius,0.00016722161565636874
4,MagpieData mean CovalentRadius,0.0012950488911409278
4,MagpieData avg_dev CovalentRadius,0.0011929495370496504
4,MagpieData mode CovalentRadius,0.0004763195501605894
4,MagpieData maximum Electronegativity,2.5384095035245803e-05
4,MagpieData range Electronegativity,5.184160193653318e-05
4,MagpieData mean Electronegativity,0.0008123618959991272
4,MagpieData avg_dev Electronegativity,0.0019074624364071062
4,MagpieData mode Electronegativity,0.0003828304025161732
4,MagpieData minimum NdValence,0.0001800273709901388
4,MagpieData range NdValence,0.00017095633508162032
4,MagpieData mean NdValence,0.0008643251848076469
4,MagpieData avg_dev NdValence,0.0009070845983759364
4,MagpieData mode NdValence,0.0001289583762602217
4,MagpieData maximum NfValence,2.8326567657480957e-05
4,MagpieData range NfValence,5.0319323290450593e-05
4,MagpieData mean NfValence,0.0008773534556962665
4,MagpieData avg_dev NfValence,0.0015127151846588151
4,MagpieData mode NfValence,0.0001850007004709401
4,MagpieData maximum NValence,1.847104304357572e-05
4,MagpieData range NValence,5.8923951138207635e-05
4,MagpieData mean NValence,0.0008043957158665022
4,MagpieData avg_dev NValence,0.001201670229110081
4,MagpieData mode NValence,5.730039054193712e-05
4,MagpieData maximum NdUnfilled,1.4504773412812156e-05
4,MagpieData range NdUnfilled,2.7903584950707992e-05
4,MagpieData mean NdUnfilled,0.0011897061538486636
4,MagpieData avg_dev NdUnfilled,0.0014858360593433902
4,MagpieData mode NdUnfilled,2.9735515154279853e-05
4,MagpieData maximum NUnfilled,2.961951379793323e-05
4,MagpieData range NUnfilled,0.0001039444292746629
4,MagpieData mean NUnfilled,0.001719414093531318
4,MagpieData avg_dev NUnfilled,0.0014977183960810064
4,MagpieData mode NUnfilled,6.80306758005737e-05
4,MagpieData maximum GSvolume_pa,1.587504339254399e-05
4,MagpieData range GSvolume_pa,0.0001064018568007511
4,MagpieData mean GSvolume_pa,0.0008207501406639083
4,MagpieData avg_dev GSvolume_pa,0.0017409707057512032
4,MagpieData mode GSvolume_pa,0.0002024681917199415
4,avg d valence electrons,0.0010425628376087188
4,avg f valence electrons,0.00035445018022587526
4,frac s valence electrons,0.0009382379127156953
4,frac d valence electrons,0.0009755880889759082
4,frac f valence electrons,0.0009245481854608022
4,density,0.7419966003558207
4,vpa,0.058332452555344125
4,packing fraction,0.05112424098720258
4,spacegroup_num,0.002202169514162108
4,crystal_system_int,0.000630590164119911
4,n_symmetry_ops,0.001923692063287188
4,ChemEnv_mean_I:12,0.015975164240531605
4,ChemEnv_mean_C:12,0.005736018048112726
4,ChemEnv_mean_AC:12,0.013128045554412549
4,ChemEnv_std_SS:9,0.0004888109061748721
4,ChemEnv_std_AC:12,0.007483257999829824
4,ChemEnv_min_I:12,0.00041594580025121645
4,ChemEnv_min_C:12,0.02243601087910455
4,ChemEnv_min_AC:12,0.002909751007083768
4,ChemEnv_max_I:12,0.005923529106917736
4,ChemEnv_max_C:12,0.006162630736328226
4,ChemEnv_max_AC:12,0.009681630319807972
5,0-norm,6.447108506468282e-05
5,2-norm,0.0009048336436209455
5,3-norm,0.001888877956058169
5,5-norm,0.0011233370044116103
5,7-norm,0.0010987275638016806
5,10-norm,0.0011830109580393492
5,Cu,0.0006466534507450877
5,Pt,0.0006106684257573697
5,MagpieData maximum Number,1.400153990787169e-05
5,MagpieData range Number,3.581327621257648e-05
5,MagpieData mean Number,0.0006112895118886952
5,MagpieData avg_dev Number,0.0011989884073908717
5,MagpieData mode Number,1.1850616129496167e-05
5,MagpieData minimum MendeleevNumber,1.9194269285070153e-05
5,MagpieData range MendeleevNumber,2.700839616431292e-05
5,MagpieData mean MendeleevNumber,0.0007450589594712366
5,MagpieData avg_dev MendeleevNumber,0.0009853915753714586
5,MagpieData mode MendeleevNumber,0.0001722809378299393
5,MagpieData maximum AtomicWeight,1.2408667568315162e-05
5,MagpieData range AtomicWeight,4.530242810574983e-05
5,MagpieData mean AtomicWeight,0.0004002122856084177
5,MagpieData avg_dev AtomicWeight,0.0010116687861336721
5,MagpieData mode AtomicWeight,5.5829262191886824e-05
5,MagpieData maximum MeltingT,4.264126421902612e-05
5,MagpieData range MeltingT,3.632445670387268e-05
5,MagpieData mean MeltingT,0.0007759521205150047
5,MagpieData avg_dev MeltingT,0.0006502584427912554
5,MagpieData mode MeltingT,0.0001483475605394949
5,MagpieData minimum Column,7.027103439592318e-05
5,MagpieData range Column,4.783393712505812e-05
5,MagpieData mean Column,0.000544004084333859
5,MagpieData avg_dev Column,0.0009207123502856664
5,MagpieData mode Column,0.0001375864794093021
5,MagpieData maximum Row,3.0156581778449204e-05
5,MagpieData range Row,6.340307153240056e-05
5,MagpieData mean Row,0.0006775450516827575
5,MagpieData avg_dev Row,0.0008867660362627514
5,MagpieData mode Row,5.0586282329391155e-05
5,MagpieData maximum CovalentRadius,1.9410650786654074e-05
5,MagpieData range CovalentRadius,5.7844885370744395e-05
5,MagpieData mean CovalentRadius,0.0004796325930353358
5,MagpieData avg_dev CovalentRadius,0.0011568497887495738
5,MagpieData mode CovalentRadius,7.666694228290985e-05
5,MagpieData maximum Electronegativity,2.6872194737291273e-06
5,MagpieData range Electronegativity,3.440246091965754e-05
5,MagpieData mean Electronegativity,0.0008444045383443539
5,MagpieData avg_dev Electronegativity,0.0010708521342225074
5,MagpieData mode Electronegativity,2.4705323393552847e-05
5,MagpieData minimum NdValence,4.905272985874831e-05
5,MagpieData range NdValence,4.392852809356587e-05
5,MagpieData mean NdValence,0.0006547457391995213
5,MagpieData avg_dev NdValence,0.0012581973574721079
5,MagpieData mode NdValence,0.00025462636160013307
5,MagpieData maximum NfValence,1.6461676055574482e-05
5,MagpieData range NfValence,9.733082798068956e-05
5,MagpieData mean NfValence,0.0006242694396167387
5,MagpieData avg_dev NfValence,0.0011908433044175901
5,MagpieData mode NfValence,4.367158883458539e-05
5,MagpieData maximum NValence,4.336161220332447e-05
5,MagpieData range NValence,4.719226413806454e-05
5,MagpieData mean NValence,0.0005027629197910492
5,MagpieData avg_dev NValence,0.0011129303417265696
5,MagpieData mode NValence,1.0555572579301121e-05
5,MagpieData maximum NdUnfilled,2.045255797592263e-05
5,MagpieData range NdUnfilled,1.9451509991231626e-05
5,MagpieData mean NdUnfilled,0.0003774894100421711
5,MagpieData avg_dev NdUnfilled,0.0015284658572401347
