fold,feature,importance
3,MagpieData mode NdValence,5.070546205013704e-09
3,MagpieData minimum NfValence,6.266589740645146e-05
3,MagpieData maximum NfValence,0.0
3,MagpieData range NfValence,0.0
3,MagpieData mean NfValence,0.00013030016650786836
3,MagpieData avg_dev NfValence,5.657996117949372e-05
3,MagpieData mode NfValence,0.0
3,MagpieData minimum NValence,1.612937616487531e-05
3,MagpieData maximum NValence,3.122953169817093e-08
3,MagpieData range NValence,3.6042090705961064e-05
3,MagpieData mean NValence,9.296986733664898e-05
3,MagpieData avg_dev NValence,7.539305610327462e-07
3,MagpieData mode NValence,0.0
3,MagpieData minimum NdUnfilled,0.0001335342881458117
3,MagpieData maximum NdUnfilled,9.267566986813619e-07
3,MagpieData range NdUnfilled,0.0
3,MagpieData mean NdUnfilled,0.0004420667952122538
3,MagpieData avg_dev NdUnfilled,0.0001256510005143244
3,MagpieData mode NdUnfilled,0.0
3,MagpieData minimum NUnfilled,0.0
3,MagpieData maximum NUnfilled,0.0
3,MagpieData range NUnfilled,1.032914010200961e-05
3,MagpieData mean NUnfilled,5.312474447274472e-05
3,MagpieData avg_dev NUnfilled,0.001123525082990296
3,MagpieData mode NUnfilled,1.8579010484979715e-05
3,MagpieData minimum GSvolume_pa,1.1290730965860606e-05
3,MagpieData maximum GSvolume_pa,0.0
3,MagpieData range GSvolume_pa,2.848063801431796e-06
3,MagpieData mean GSvolume_pa,0.0
3,MagpieData avg_dev GSvolume_pa,3.847927635917296e-05
3,MagpieData mode GSvolume_pa,0.0
3,avg d valence electrons,0.0001298373443170946
3,avg f valence electrons,0.00027485735681257616
3,frac s valence electrons,0.00044229380539977944
3,frac d valence electrons,0.002364540183515396
3,frac f valence electrons,8.832266137510937e-07
3,density,0.6906034099693034
3,vpa,0.07016200203747633
3,packing fraction,0.07164740801134253
3,spacegroup_num,0.0010622504422350084
3,crystal_system_int,3.0601745711001724e-05
3,is_centrosymmetric,0.0
3,n_symmetry_ops,0.00047091988935693373
3,ChemEnv_mean_S:1,0.0007125118831538493
3,ChemEnv_mean_L:2,0.0005526567800205068
3,ChemEnv_mean_A:2,4.065251336064691e-06
3,ChemEnv_mean_TL:3,0.00018770201151725656
3,ChemEnv_mean_TY:3,0.00012253749344105333
3,ChemEnv_mean_TS:3,0.0005466799933222905
3,ChemEnv_mean_T:4,4.164428239855389e-05
